7266031617527582917398395	7266031617527582917398395852606454113318
inart	inarticulate
33020	3302020700517188941706465146238366720632
3831659166	3831659166268310306519473023341938416407
39205618954216319860	3920561895421631986004793961133953226395
719430425117940456798621146301384023710	7194304251179404567986211463013840237109
unintentionall	unintentionally
338750216344391014187576711938914416	3387502163443910141875767119389144162771
57767571118090088164183319201962623416	5776757111809008816418331920196262341628
501480672329796522304884937511660849	5014806723297965223048849375116608497611
hype	hypertext
78753194246513144438997119596810593795	7875319424651314443899711959681059379575
impracticabi	impracticability
stranger	strangers
610087025013294533253580	6100870250132945332535804568928570724120
47897143262220410695	4789714326222041069587947186435439940738
worksheet	worksheets
demagog	demagogue
1214916207656769	1214916207656769950659715344763470320853
35916332470991859425203928180	3591633247099185942520392818083953020434
strangen	strangeness
381144430688	3811444306884306265530560165880140856102
35036604169973297250886876966403	3503660416997329725088687696640355570716
hyst	hysterics
718281828459045235360287471352662	718281828459045235360287471352662497
477214821281576072753051733309634559	4772148212815760727530517333096345590932
slavehold	slaveholding
icari	icaria
9256555487861614	9256555487861614478717581068572356895150
04089716346	0408971634671637090249067747363091369040
90230668930641789778081581	9023066893064178977808158101360449495409
3269996508860870999964899373049307170967	3269996508860870999964899373049307170967
insubstanti	insubstantial
jim	jim
28141497400691794219288881713	2814149740069179421928888171391162839102
24374789	2437478902689351739040432948516106597858
3994333377311	3994333377311469119707378610419639864221
0402	0402153401026923964977275904729573320027
1733	1733770381546752976455965184926760393001
13643356413242974208137	1364335641324297420813726689614910956421
dishonoura	dishonourable
637515463048331127222318123383717	6375154630483311272223181233837177980043
8037924778355400181174529	8037924778355400181174529577473397140123
14171210344	1417121034460842716166190012571958707932
722056469924	7220564699247718289310588394769170851420
0169901664	0169901664189038843548375648056012628830
utilized	utilized
obstructio	obstructions
waits	waits
80955621264592795333	8095562126459279533369063193659441326111
47289584176588755345227938480297	4728958417658875534522793848029772448571
78755356	7875535618833508387024829534607859702360
epid	epidemic
49856570556087842119	4985657055608784211964039972344556458607
7693205549118601535195516546	7693205549118601535195516546279411755939
42000145747	4200014574760819302212066024330096412704
28th	28th
1768155922620169913966131537380212941	1768155922620169913966131537380212941600
15936677	1593667712218537642376222104779338956378
0413	0413832411607226029983305353708761389396
70078538715083	7007853871508357794809523131527477357117
223465786999722917924161560435576651833	2234657869997229179241615604355766518338
1740	1740917363606236546445847638464786952054
82195618	8219561841905576103019019952164745973440
epit	epithets
8886549500270853923617	8886549500270853923617105502131147413744
3191845064713669122576	3191845064713669122576415213769896260940
guara	guarantee
criminali	criminality
vertica	vertical
5094762016350757090024201498400	5094762016350757090024201498400967867845
5588464223707601117748	5588464223707601117748210796259011802655
60023858280693148922231	6002385828069314892223145775878379156490
73326527856	7332652785694180055013634339535028708362
0378716816618909390024	0378716816618909390024386203861000136219
9278257145248	9278257145248837213394613987859786320048
champaign	champaign
378532660185842568914109194464566	3785326601858425689141091944645661626677
47721482128157607275	4772148212815760727530517333096345590932
fanat	fanatics
382178622609991600867524462654570289690	3821786226099916008675244626545702896906
agreeingl	agreeingly
84626	8462617287403480967931949965604299190281
543124572296838369804708640417	5431245722968383698047086404170601096696
1751	1751298979667073292674886430097398814873
4970660925048187	4970660925048187683551600371463868591891
006103	0061037794071663420027358289119941826478
1348695851652674595151876800333	1348695851652674595151876800333955224105
bleat	bleat
766568006914996655	7665680069149966555737866411877079767754
9928201815764270549629974	9928201815764270549629974019008374934449
mailing_lis	mailing_lists
rescu	rescuing
canvassed	canvassed
849031512806150100953916453061455	8490315128061501009539164530614554234923
3005178853973790945526	3005178853973790945526513514407313004986
clement	clementine
provocatio	provocation
hyte	hytelnet
waive	waived
85942	8594250385840436599328165194149737728672
76789549128609811231130700	7678954912860981123113070025356003478986
bottled	bottled
7036598365960493964	7036598365960493964571491686005656771360
0439	0439767002586300254063526400660163171288
handbil	handbills
32524294135	3252429413534869938465813717585761433095
reski	reskin
108140042311418525	1081400423114185258032932673963245969140
6425336666311	6425336666311433321645213882557346329366
devoured	devoured
stygi	stygian
58536293873792369928837047900	5853629387379236992883704790048472224037
1777	1777814988861008308778495717098808586670
7812182401412993685904651465192091986053	7812182401412993685904651465192091986053
341653489343114917531495353006	3416534893431149175314953530067419744979
bondm	bondman
4270055274	4270055274468359151840373309373580494342
03702290580483052731884959994	0370229058048305273188495999415660653731
8582740369655329	8582740369655329362236090572479794734434
10465543891651	1046554389165150954187306071015034430609
86767102649261765101107668765962588100	8676710264926176510110766876596258810039
21560367482860837865680307306	2156036748286083786568030730626576334697
2234657869997229179241615604355766518338	2234657869997229179241615604355766518338
adal	adaline
673036056123	6730360561230710723922581504781379172731
1791	1791
utilizat	utilization
6080926962298894163047287780054743	6080926962298894163047287780054743798498
990422556	9904225568041463131309240101049368241449
6274610248827706	6274610248827706488865037765175678806872
60008371973	6000837197352638383899678918460032707368
voyag	voyages
6753958711436104089409966089471418340	6753958711436104089409966089471418340698
resis	resistless
joc	jocasta
adap	adapts
044757157	0447571577114108095805814120895605947166
38335850953666580660559714837	3833585095366658066055971483767738669225
48394046750	4839404675057083479279483381332762379378
jok	joking
resig	resigned
0404868220007234	0404868220007234403502544820283425418788
strangli	strangling
686096896846	6860968968464085833413101785814271095541
strangle	strangled
jos	jostled
4292334517	4292334517042242667960707540402855118239
jow	jowl
00096406315407018202892446673150597363	0009640631540701820289244667315059736321
11201876185312567101502122394	1120187618531256710150212239401285668608
769747744519470438	7697477445194704383673960007657862824547
2674257860878489818562886998085166571332	2674257860878489818562886998085166571332
19529079396137621	1952907939613762110723849429061635760459
adds	adds
177450	1774500828376935700995419541839029151033
2397119228	2397119228144507355883733240578148626622
43082686177223938525088376074	4308268617722393852508837607497421959426
20898374091788	2089837409178853441752306471503027839797
71352	7135208417428211847353652367573702352791
0482	0482133375525845710566195869320315632994
3690321031	3690321031976898112055595369465424704173
liabl	liable
93428318	9342831826509089793508696989505426358430
8636452193232	8636452193232481339393090754566368038513
359432827427598338293109980646160	3594328274275983382931099806461605360243
694701067831178927095527253	6947010678311789270955272532221252243616
investigation	investigations
5649336493231572353061093857968399021533	5649336493231572353061093857968399021533
18603195986679623634893	1860319598667962363489309283087840712400
64558976169745597840921140916	6455897616974559784092114091676840202693
50655302264684422770002058904592	5065530226468442277000205890459227424239
0863081581	0863081581858628158830545646622976948039
0493	0493833148980338548909468685130789292064
2820989545456276344353	2820989545456276344353575741673638980108
supremely	supremely
perpetual	perpetually
5500260804241605625335918562309553765668	5500260804241605625335918562309553765668
parox	paroxysms
9023066893064178977808158101360	9023066893064178977808158101360449495409
8976226554	8976226554849416217149895323834216001140
tirin	tiring
52337956309441446698222	5233795630944144669822245702636711949328
6649560781253049175940158951469549652231	6649560781253049175940158951469549652231
0949298475227462534564256702254	0949298475227462534564256702254695786484
intuitiv	intuitively
adep	adept
1756969854401339762209	1756969854401339762209674945418540711844
humanly	humanly
858427	8584278721902325981078345939707382251471
1947935274564429846308888463853810686217	1947935274564429846308888463853810686217
defensiv	defensive
48496445343461212922496473	4849644534346121292249647323561263219511
transient	transient
071213453983711357	0712134539837113575009758544059395586617
56755572	5675557294585962182052650473353712351623
drivi	driving
drive	drivest
35826	3582612896226118129455927462767137794487
reappea	reappear
humaniz	humanizing
weariso	wearisome
civic	civic
94576217750345117701	9457621775034511770110458001291255925462
66124027875883101021495284	6612402787588310102149528460080480502804
sixth	sixth
43816357721698115464329245608	4381635772169811546432924560895115873201
09446319547658653032	0944631954765865303210472380462524997191
1327126624750558225863492842771835583	1327126624750558225863492842771835583164
indignan	indignantly
518404451704270189381	5184044517042701893819942434100905753762
desperat	desperation
27221031327	2722103132744475408331921513593452696139
5830412258608050740	5830412258608050740410916678539569261234
902306689306417897780815810	9023066893064178977808158101360449495409
5972866594511364413703313936721185	5972866594511364413703313936721185695539
parol	parole
wordp	wordperfect
27686012	2768601226558630456913133560978156776098
parod	parody
482099181824522449312077768250	4820991818245224493120777682508307682823
intimat	intimation
85842787219023259	8584278721902325981078345939707382251471
9514014617820181073410056546670	9514014617820181073410056546670823685431
00533583180520082915722904	0053358318052008291572290469636555317815
3081751126989	3081751126989851884087185640260353055837
unwisdom	unwisdom
jui	juicy
performs	performs
699949180470780496	6999491804707804967644868899809021237357
adju	adjust
jum	jumps
803792477835540	8037924778355400181174529577473397140123
roomy	roomy
1823338981880316339159	1823338981880316339159565954543405777784
daydr	daydreams
58511806303	5851180630364428123149655070475102544650
93975744066491276051887812423	9397574406649127605188781242336831254672
falte	faltering
parte	parted
tentativel	tentatively
518404451704270189	5184044517042701893819942434100905753762
parti	partitioned
humorous	humorous
6426629226145600433738386833	6426629226145600433738386833555534345300
vehement	vehement
8105976032632517464050164546062667655290	8105976032632517464050164546062667655290
612951195680427485317886333041	6129511956804274853178863330411697671750
differentiate	differentiate
roomi	roomiest
parta	partakes
58511	5851180630364428123149655070475102544650
0434560669664568997469103739877128915933	0434560669664568997469103739877128915933
17236881260	1723688126003809020585719930855573100508
636476943066172	6364769430661725491861437009713875679402
4852528877	4852528877442891851104093746333590660233
653363753192959677260	6533637531929596772608085345765227471404
searches	searches
1751298979667073292	1751298979667073292674886430097398814873
392030557635898949241	3920305576358989492412827022489373848906
romanticiz	romanticized
overarch	overarching
427372693728838690212528	4273726937288386902125284843370917479603
531500645346232100713358490	5315006453462321007133584907633048328153
94328548696883599	9432854869688359978512226213081298958157
0005031173439207321139080329363447972735	0005031173439207321139080329363447972735
pulls	pulls
8659280951315050126029195	8659280951315050126029195625760329325128
727902567005	7279025670059258544310277046369110988005
525006	5250069180267477250789589034488566730814
1448724	1448724413813849763797102676020845531824
1811824937995404770083693488892209	1811824937995404770083693488892209638142
45107740077194639804626507	4510774007719463980462650777766140535248
adja	adjacent
0832028056991704259	0832028056991704259010387692865833655772
93950029458341164824114969758326	9395002945834116482411496975832601180073
3465602742584865956870745	3465602742584865956870745103527942916334
vigorous	vigorous
helps	helps
western	western
0493705	0493705150736776462984497168212199419827
lustrou	lustrous
party	party
242819174795866199	2428191747958661999444111962087304980643
38219395202	3821939520292791797324709455969101640298
399117944992484809150710024440	3991179449924848091507100244407848286659
parro	parrots
part1	part1
trembling	tremblingly
583041225860805074041091667	5830412258608050740410916678539569261234
depress	depressed
666519604263504064548625433837722	6665196042635040645486254338377220942848
ourse	ourselves
sparkled	sparkled
warehous	warehouses
87732856788971494623888272184	8773285678897149462388827218464761815304
580981036014863644091	5809810360148636440910149173418307964634
17831068501562991355598747588481510148	1783106850156299135559874758848151014815
views	views
1709615504933383904526124043955	1709615504933383904526124043955174491368
21630687096341197519257	2163068709634119751925774318683671722139
vagr	vagrants
periodica	periodicals
2667274978773047021616501	2667274978773047021616501971193744250562
farsight	farsightedly
078021101881067223479725793306531877134	0780211018810672234797257933065318771343
324104242445157005296837881574946	3241042424451570052968378815749468441508
kahl	kahle
480604	4806040437372771834769014720664234434374
8582740369655329362236090572479794734434	8582740369655329362236090572479794734434
858405	8584053644602161651788556896930268518895
247153668114	2471536681145666596959735075972188416698
recklessn	recklessness
31173012	3117301238197068416140397019837679320683
36231467009311761331320186311587308867	3623146700931176133132018631158730886798
66545352	6654535240882872675377591970745262863228
19699276037194760191286674	1969927603719476019128667430861521724304
59879	5987931636889230098793127736178215424999
9625742442542054678	9625742442542054678576747819095948650057
90584059	9058405918498833810711366073657536918428
part5	part5
etiqu	etiquette
expressio	expressions
858496	8584961300372381903251622255707299757107
77625678	7762567862769469947280606094290314917493
67901094531117	6790109453111712024389032341025993751158
443868253374588996237513337828053	4438682533745889962375133378280532928272
34564370716105115216171762	3456437071610511521617176237598050900553
42779459738171468103951928215	4277945973817146810395192821550688079136
9605752053192594847679397486414128879	9605752053192594847679397486414128879475
928751138	9287511385856973381976083524423240466778
warrants	warrants
tabernacl	tabernacle
decim	decimated
02094839963994668483377470672548361	0209483996399466848337747067254836188482
22592	2259244561520365608268890193913957991844
intimid	intimidating
041383241160722602	0413832411607226029983305353708761389396
401008430	4010084303806314421837767503498134081693
crowi	crowing
8927688163598312477886520141174110913	8927688163598312477886520141174110913601
9520363	9520363356199476919379650650168087102507
vait	vait
2037531899726180144046677930	2037531899726180144046677930501403015807
537123659928	5371236599283248186573925142949855514151
298167439644524956655532	2981674396445249566555323116499206771636
youngster	youngsters
20383227812	2038322781246413671297959415082918378213
laius	laius
diffidenc	diffidence
necessarie	necessaries
desolat	desolation
82195618419055	8219561841905576103019019952164745973440
99304118905017564	9930411890501756484917499452393770674524
441370823339178861147082286	4413708233391788611470822865753107853667
50600754365525758905546552402103	5060075436552575890554655240210341286212
narrowed	narrowed
915218219624653575570564228220399546	9152182196246535755705642282203995466826
4522535	4522535500359683253374891862786783594439
hello	hello
kami	kaminski
works	workstations
708185489428773761899153	7081854894287737618991537664505164279985
883470	8834701025526205231231721525406257163677
isola	isolation
6189806451480849292695749	6189806451480849292695749412903363373410
71152032511552823716146920063	7115203251155282371614692006347135703833
cycle	cycles
soile	soiled
54159609932486782247542436175894437179	5415960993248678224754243617589443717914
world	worldwideweb
34564	3456437071610511521617176237598050900553
russell	russell
888683870044771018667721594397	8886838700447710186677215943970851466461
decks	decks
valk	valkeala
23506565	2350656532331797738656666181652390017664
soilu	soilure
46536	4653602591506445271657700044521097735585
thori	thorician
8676710264926176510110766876	8676710264926176510110766876596258810039
ador	adorns
76692242387434701120990859	7669224238743470112099085908216407357638
6613996097531052957735	6613996097531052957735846185258652118933
0713218053	0713218053398882813934604985053234047259
worme	wormed
upreared	upreared
372819	3728199869021311629886680267446443489233
8142763910519234685081979001796519	8142763910519234685081979001796519907050
381248285307613556149618	3812482853076135561496184443649230142909
albertus	albertus
thore	thoreau
6534009706581694636	6534009706581694636096660911110968789751
falle	faller
4683965435885668550	4683965435885668550377313129658797581050
falli	falling
expresses	expresses
22552	2255216359325125768382924978090431102048
diffuse	diffused
531500645346232100713358490763304832	5315006453462321007133584907633048328153
323895394046035325396758354395350516720	3238953940460353253967583543953505167202
378282971205446	3782829712054469318226040167030853091165
diffusi	diffusing
3991179449924848091507100244	3991179449924848091507100244407848286659
vani	vanity
split	splitting
5438509396	5438509396712991806747190988531271072672
decei	deceiving
vanq	vanquished
decem	decemj
outlived	outlived
8037924778355	8037924778355400181174529577473397140123
78161908	7816190894908487717722503860872618384947
441633706657315023712684358198	4416337066573150237126843581984154103154
82357535728742366482946047704291	8235753572874236648294604770429166438403
931915272680278210241	9319152726802782102415406297958288284663
668610994383049960437407323195784473	6686109943830499604374073231957844732548
6860968968464	6860968968464085833413101785814271095541
lever	levers
171458858708142740902481854464217748769	1714588587081427409024818544642177487692
0004654137109163009678595156394733219	0004654137109163009678595156394733219093
rambles	rambles
antarctica	antarctica
decea	decease
015648567984396646478028040	0156485679843966464780280409057580889190
45118386699646227888558173	4511838669964622788855817353221326876634
747525743898158705040701968215	7475257438981587050407019682151012188260
4390226078804480757248077016210646701	4390226078804480757248077016210646701669
775608796442792027083121501564063413416	7756087964427920270831215015640634134161
7022705367056307	7022705367056307503174997881870099892510
adri	adrift
vamp	vampire
neith	neither
418661	4186612891526444692622288436629946273246
adra	adrastus
grenadi	grenadiers
6117920186989006730270823841032802134874	6117920186989006730270823841032802134874
crouc	crouching
33456373259567253	3345637325956725335431617158653333984332
531500645346232100713358490763	5315006453462321007133584907633048328153
305571672	3055716726972591146319906888238930053800
backe	backer
thomp	thompson
415811713532920358731641688391079940006	4158117135329203587316416883910799400067
kad	kadie
26465913203560121875933791639	2646591320356012187593379163966643728283
28277390430386877272826206566	2827739043038687727282620656631293874598
kah	kahle
inefficie	inefficiency
3256149527442435847530111	3256149527442435847530111503451037376882
787553561883350838702	7875535618833508387024829534607859702360
adul	adults
342501713255588181132955040952178301394	3425017132555881811329550409521783013946
kal	kaleidascopic
loses	loses
7875319424651314443899711959681	7875319424651314443899711959681059379575
499588623	4995886234281899707733276171783928034946
100177243784016772316680200416254724417	1001772437840167723166802004162547244179
094862482616944802017917482230858	0948624826169448020179174822308583500786
fourp	fourpence
7676265683558625452	7676265683558625452697455260991024576619
vapo	vapours
27067814900	2706781490035025287682360782210739710233
informs	informs
384845	3848457129476738985629393764191440703650
fourt	fourth
zebra	zebra
842272417994513	8422724179945136535822609716525883567121
663667407206689990	6636674072066899906132062779399411280575
48263752708135310557081804964249858	4826375270813531055708180496424985846461
208323484	2083234847108471706160879195227388252347
handkerc	handkerchief
bolts	bolts
relying	relying
38114443068	3811444306884306265530560165880140856102
006148832545	0061488325454528199082562388058720428439
newsfeeds	newsfeeds
896715	8967157667726319644252493194180647242378
backi	backing
514641700769893056201	5146417007698930562016350219269265316659
34513	3451368716009803787125567661439231464580
384845712947673898562	3848457129476738985629393764191440703650
3920561895421631986	3920561895421631986004793961133953226395
earth	earthy
36157951837937026	3615795183793702674145140090283306446620
falkl	falkland
backu	backups
278983432	2789834328957841696889075623746728104480
7669224238743470112	7669224238743470112099085908216407357638
vary	varying
78420483105749330060197958207	7842048310574933006019795820773955852280
537530160921422195940	5375301609214221959406387870747879911949
50755839668967578	5075583966896757836431661836930762560352
50648333034047657	5064833303404765711827040276868271418084
59123585049283028832934489284	5912358504928302883293448928459137362162
167950	1679508874879344167595983619600109948387
vari	variously
9352580	9352580382422737761243690870987518914904
126843576	1268435760356901970523138364640961311774
10928867789202700775049515114057825	1092886778920270077504951511405782565295
65100202	6510020265437126004664193554616583894595
adva	advantages
4253417764590821	4253417764590821513675258479774465114750
10388325500736489993716718328	1038832550073648999371671832800283988323
remaining	remaining
253152096183690888707016768396	2531520961836908887070167683964243781405
797311325951610174919346825006328577700	7973113259516101749193468250063285777004
896715766772631964425249319418064	8967157667726319644252493194180647242378
lords	lordship
7823948087859905019475631089841241446728	7823948087859905019475631089841241446728
10388325	1038832550073648999371671832800283988323
advi	adviser
30499892647203	3049989264720349869653633262109198306214
adve	advertising
genevese	genevese
180399432170000905426507630955884658	1803994321700009054265076309558846589517
413986550752250780891935	4139865507522507808919352104173963493428
dustl	dustless
105856719663679616714009703153	1058567196636796167140097031535132386972
941795471790955801201342101751509	9417954717909558012013421017515093149166
22684471625607988265178	2268447162560798826517871341951246652010
7686085347768149502299280938	7686085347768149502299280938065840007311
248632746184284665	2486327461842846655985332312210466259890
4274036466594154400092799908634806	4274036466594154400092799908634806622334
784867624301201848932910961528	7848676243012018489329109615281108087617
penniles	penniless
vaud	vaud
unhesitati	unhesitatingly
keh	kehoe
04048682200072344	0404868220007234403502544820283425418788
kep	kept
quenc	quenched
69184	6918472947858072915608851039678195942983
8557377644	8557377644140970809457456248548677049043
ket	kettle
audio	audio
29171093	2917109318028235504255365399716605475390
77929528246795437302263472495359	7792952824679543730226347249535946630023
9207809440521385286533846	9207809440521385286533846279707480178724
7923369382166010702872651938143844844	7923369382166010702872651938143844844532
99410959	9941095954923214344060676347697130895133
346560	3465602742584865956870745103527942916334
90166586706771456886	9016658670677145688627933431535135056882
417402388934412479635743702637552944	4174023889344124796357437026375529444833
614423810011275582862325	6144238100112755828623259628572648121538
surprises	surprises
35385951152061809031241698182079	3538595115206180903124169818207931461506
vasn	vasn
185596690485594676079681901672666346501	1855966904855946760796819016726663465018
781218240141299368590465146519209	7812182401412993685904651465192091986053
1807	1807763603462459278778465850656050780844
1803	1803994321700009054265076309558846589517
93350032641446	9335003264144605347035729307391257848175
95173544449096575213102	9517354444909657521310263068360471403314
774099217192278322	7740992171922783223006387384996138434398
31160830275119438482	3116083027511943848238615528524650103294
declari	declaring
1923538531051	1923538531051736669154087312467233440702
7749479335174036135	7749479335174036135005397581475520834285
declare	declares
declara	declarations
4625594037892492500762438689377	4625594037892492500762438689377647531010
4660616669	4660616669804218267724560530660773899624
quest	questions
claiming	claiming
3728199869021311629886680267	3728199869021311629886680267446443489233
listservers	listservers
043456066966456899746910373	0434560669664568997469103739877128915933
ineffect	ineffectually
47478240669928	4747824066992827714006903166070995147315
1818	1818271276125025241876177485994084521492
28189539102891681632870930971318	2818953910289168163287093097131841398154
4778681499030978765900869583480	4778681499030978765900869583480043137176
parch	parchment
31424176501479801878582157687930630011	3142417650147980187858215768793063001153
6231253506068537651423115	6231253506068537651423115349665683715116
0061488325454	0061488325454528199082562388058720428439
2414019075468160777097792057938389537	2414019075468160777097792057938389537819
7531630556544407934278765502673012	7531630556544407934278765502673012145783
8882493421364424178335193197865439	8882493421364424178335193197865439402014
6756610358893134838	6756610358893134838005127364111573045992
726603	7266031617527582917398395852606454113318
94155	9415531513869887818372322713640117558813
575342	5753422310054715341281095702487081265431
868984781113832805494049051976	8689847811138328054940490519768008320299
334563	3345637325956725335431617158653333984332
56112290181284710137917215124667	5611229018128471013791721512466742850006
enfranchisement	enfranchisement
luxuriousn	luxuriousness
84425056953696770	8442505695369677078544996996794686445490
054785495462026325667681326243592502	0547854954620263256676813262435925020249
87380126740538923612230370779727025	8738012674053892361223037077972702519134
vaul	vaults
9622093675058841609752282328250	9622093675058841609752282328250433712970
561122901812847101379	5611229018128471013791721512466742850006
931053144471668835182920	9310531444716688351829205143436092924931
543124572296838369804708	5431245722968383698047086404170601096696
391706777984152914	3917067779841529149397403158167896865448
369556193476385981	3695561934763859818775685591237623258084
842031053641836753735	8420310536418367537359417637395598808859
kid	kids
2726354601912460800451	2726354601912460800451608108641835539669
courtho	courthouses
82916741970151255978257270	8291674197015125597825727074064318086014
285331794353507340189119363854	2853317943535073401891193638546730000660
7187499753592127560844147378233032703301	7187499753592127560844147378233032703301
kil	kills
223438854123179481388550075	2234388541231794813885500756893811249353
clapping	clapping
8045188511908718	8045188511908718588299514331534128549297
1832	1832
vaxs	vaxstations
90378527557133340984245	9037852755713334098424501272585966924343
560716074652441118	5607160746524411188418007340678985871592
kit	kittens
78161908949084877177225038608726	7816190894908487717722503860872618384947
5711016264847	5711016264847833741198041625940813327229
overseei	overseeing
eumen	eumenides
mingled	mingled
47786	4778681499030978765900869583480043137176
769637876249188528	7696378762491885286568660760056602560544
177450082837693570099541954183902915	1774500828376935700995419541839029151033
758804367	7588043679185454783641677315182145722650
0414689481049167	0414689481049167510352958972423818022881
847592308572536861360	8475923085725368613605356762146929424264
46506844813956166	4650684481395616672207292612101646923390
saddened	saddened
90394751680177099001293911378812	9039475168017709900129391137881248534255
1843	1843659714358334875602740540016557117830
410725991	4107259910648709897259362243300706760476
90459679470466856023582839197599752858	9045967947046685602358283919759975285865
23065162679744	2306516267974471185795150657386850408822
diplo	diplomat
1847	1847628306340588324731228951257944267639
942304940038440622	9423049400384406226144495725166310170806
deepenin	deepening
easil	easily
70995740778678934931197520423792	7099574077867893493119752042379250228513
0523	0523918754374252658168500305230187709615
5677628023346565854	5677628023346565854351219361896876831439
inforce	inforced
3075757349027073424962988799	3075757349027073424962988799969420945959
341158193461833669216	3411581934618336692169573605081585080837
72495905809191825255486	7249590580919182525548635870352932014200
despoti	despotism
399117944992484809150	3991179449924848091507100244407848286659
11371975227343654584116220662816	1137197522734365458411622066281660256333
0527	0527846692799840031378789965256351268853
4925542179398	4925542179398272327935709582874859712678
575342231	5753422310054715341281095702487081265431
0814488732957847348490003019477888020460	0814488732957847348490003019477888020460
15659808	1565980816946116793744256632446567996063
622154	6221541
scoundr	scoundrels
335195468383353498015032693597981	3351954683833534980150326935979816746323
57110	5711016264847833741198041625940813327229
apologeti	apologetically
232527057200530398828949903425956	2325270572005303988289499034259566232975
9799193618533802014070724	9799193618533802014070724816273043134189
58449	5844916693625515693709168552526447207865
272210313274447540833192	2722103132744475408331921513593452696139
634644477006787131066	6346444770067871310668324178715562817791
0380976919326064376087432093856	0380976919326064376087432093856028156428
2381299032601981605719	2381299032601981605719711839506627582203
24715366811456665969	2471536681145666596959735075972188416698
992433	9924333943609362233903214993572625074806
alleyway	alleyway
1869	1869916091555091087891943125367194565126
deprives	deprives
154075637702227	1540756377022274013584110907607846478007
5500260804241605625335918562309553765	5500260804241605625335918562309553765668
7072315968334322509070204019030503595	7072315968334322509070204019030503595891
33519546838335349	3351954683833534980150326935979816746323
autobiographica	autobiographical
508591512	5085915126581214382337107294914808847235
382193	3821939520292791797324709455969101640298
9474093925840736205824284934902475	9474093925840736205824284934902475688335
overhear	overheard
paren	parents
891087016	8910870164270169014007825748311598976330
83416	8341607827091326680865655921102733746700
lean	leaning
0541	0541334053922000113786300945560688166740
pandemoniu	pandemonium
lear	learnt
leav	leavings
kna	knavish
audac	audacious
92714563549061303107208	9271456354906130310720851038375051011574
106398687036682632990505777062663978684	1063986870366826329905057770626639786845
8156159561093181518370113510479017638359	8156159561093181518370113510479017638359
8917105050385633650354516643	8917105050385633650354516643177448964006
kne	knew
5613264646721195480114245513	5613264646721195480114245513394638238590
72495905809191825255486358703	7249590580919182525548635870352932014200
kni	knives
0059837648270333	0059837648270333985942009858235140017950
59530513769383753815434869811019906517	5953051376938375381543486981101990651706
leaf	leafy
8510673615276261016026647772485083344719	8510673615276261016026647772485083344719
84729	8472929090154685591637926961968410006765
708285941	7082859417475114926179367379999220181789
1887	1887879542641820145369659962842686882363
knu	knuckly
76157555491623660176288022060106865552	7615755549162366017628802206010686555241
508591512658121438233710729	5085915126581214382337107294914808847235
ftph	ftphost
83401	8340194829327957506243996452725786244003
1565813545578319730419339269008282952	1565813545578319730419339269008282952718
indefati	indefatigable
45118386699646227888558173532	4511838669964622788855817353221326876634
36026047890761945591820289365770116416	3602604789076194559182028936577011641688
subversio	subversion
8404956639	8404956639919591540342183645372120236786
7009709952053919309793194958832659221	7009709952053919309793194958832659221715
parle	parley
187933907614207467028867968	1879339076142074670288679685949854397894
486540348895540021076517	4865403488955400210765171630884759704098
6425336666311433321645213882557	6425336666311433321645213882557346329366
parli	parliament
1772287129164002237230234809	1772287129164002237230234809031485343677
kor	kort
050036075883272488678793	0500360758832724886787932409338007186415
37717054	3771705474725026941732982890400239372879
1898	1898635282709231304708921568475820775303
kov	kovacs
foretast	foretaste
14171210344608427161661900125719587	1417121034460842716166190012571958707932
0563	0563772002342781180262150269179040048800
3750798405	3750798405112665897301814932106195076900
60387168114313084172893	6038716811431308417289371081741276458120
offal	offals
onlo	onlookers
23252705720053039882894990342595662	2325270572005303988289499034259566232975
451836185698908872178976	4518361856989088721789764694721246807900
crashed	crashed
lect	lecturing
78236888855753250662	7823688885575325066254262367702604215835
parkl	parklike
2819080457762410907648708740615707	2819080457762410907648708740615707048665
appertaining	appertaining
elsew	elsewhere
3475499431740580563099143218	3475499431740580563099143218212547336281
103631218991242173395506887	1036312189912421733955068877864313075002
4511838669964622788855817353221326	4511838669964622788855817353221326876634
035164101899027	0351641018990275293668674318349554474581
1061344455441	1061344455441921013361729962856948991933
623125350606853765142311534966	6231253506068537651423115349665683715116
segregat	segregate
32007093	3200709328709127443747047230696977209310
213081189135002796549103448	2130811891350027965491034480615017040726
64058078108186573376681578	6405807810818657337668157893827656450642
2272181694051590421708921042875521	2272181694051590421708921042875521886583
informant	informant
0574	0574450289224688628533654221381572213116
64097545918569	6409754591856956380236370162112047742722
190303	1903039732725461782313636337592762265630
affectionat	affectionately
35413060	3541306067213604600038966109364709514141
claspin	clasping
469501846214073649391736625493778301407	4695018462140736493917366254937783014074
726468526486917294	7264685264869172948414153004604004299585
699949180470780496764486889980902123	6999491804707804967644868899809021237357
3917971064630990628548370283611848667221	3917971064630990628548370283611848667221
musicians	musicians
17925229941744785518999509895999987741	1792522994174478551899950989599998774109
61858511535088099982004827	6185851153508809998200482761808307209649
patronym	patronymic
64239377322245386659928615514753	6423937732224538665992861551475342773370
egotisti	egotistical
04346280948882887121019686427363704616	0434628094888288712101968642736370461639
4002113207421986429173836791	4002113207421986429173836791762328264446
8830579306577033	8830579306577033314985100683571356243418
3616907056148280	3616907056148280980363243454128229968275
631062903402737260479940	6310629034027372604799401819299544542972
0585	0585514447713386823144995479293381312599
leer	leering
